no_reg,nama_perusahaan,nama_merek_usaha,tipe_keanggotaan,jenis_perizinan,domain,alamat_kantor,kelurahan,kecamatan,kabkota,provinsi,kodepos,phone,fax
S3136,PT. GARUDA MITRA SOLUSI,GMS,Corporate,-,GARUDANET.COM,"Jl. Ahmad Yani No. 11 Malang, Jawa Timur, Indonesia",BLIMBING,BLIMBING,MALANG,JAWA TIMUR,65125,+62341499373,+62
S3137,PT. RETBIZZ EXABIT INDONESIA,RETBIZZ EXABIT INDONESIA,Corporate,-,RETBIZZ.CO.ID,"Ruko Pondok Cabe Mutiara Blok C No.25 
Jl. Pondok Cabe Raya, 
Desa/Kel. Pondok Cabe Udik, Kec. Pamulang
Tanggerang Selatan, Banten, 15418",PONDOK CABE UDIK,PAMULANG,TANGERANG SELATAN,BANTEN,15418,+6281282195128,+62
1192,PT. SARANA WORKING AKSES INDONESIA,SWAINET,Corporate,ISP,SWAINET.COM,"MUARA UWAI, Desa/Kelurahan Muara Uwai, Kec. Bangkinang.",MUARA UWAI,BANGKINANG,KAB. KAMPAR,RIAU,28463,85323346141,-
S3139,PT. MAEJIN KARYA MEDIA,MAEJIN KARYA MEDIA,Corporate,-,MAEJIN.ID,"JL. RAYA PENGADEGAN RT/RW 10/05 
Kec. Pengadegan,  Kab. Purbalingga
Jawa Tengah, 53393",PENGADEGAN,PENGADEGAN,KAB. PURBALINGGA,JAWA TENGAH,53393,+62811185805,+62
S3140,CV. INDONESIA MUDA PRATAMA,INDONESIA MUDA PRATAMA,Corporate,-,INDONESIAMUDA.MY.ID,JL. VETERAN MANGKALAYA NO. 10 KEL. CISAAT KEC. CISAAT KAB. SUKABUMI PROVINSI JAWA BARAT,CISAAT,CISAAT,KAB. SUKABUMI,JAWA BARAT,43132,+6281555784676,+62
S3144,PT. SARANA KREASI TEKNOLOGI INDONUSA,OOFYDI,Corporate,-,OOFYDI.NET,Jln. Raya Penataran No. 1,NGLEGOK,NGLEGOK,KAB. BLITAR,JAWA TIMUR,66181,+62811250468,-
S3145,PT. INDONUSA DINAMIKA TRINATA,INDONUSA DINAMIKA TRINATA,Corporate,-,INDITRI.COM,Komplek Ruko Golden Ville Nomor 88 CR,DURI KEPA,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11510,+622150983785,+62
S3146,PT. BINA USAHA LINTAS UTAMA,BINA USAHA,Corporate,-,BINAUSAHA.MY.ID,"Komplek Ruko Golden Ville No 88 CR, Kelurahan Duri Kepa, Kec. Kebon Jeruk, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta, 11510",DURI KEPA,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11510,+622150983741,+62
S3147,CV. GLOBAL AGRO INDUSTRI,AURA NET,Corporate,-,AURANET.MY.ID,KOMP. GRIYA HARMONI RAYA BLOK. L4,SUNGAI PINANG,RAMBUTAN,KAB. BANYUASIN,SUMATERA SELATAN,30967,+627115724794,+62
S3149,PT. GERBANG AKSES INTERNET,GERBANG AKSES INTERNET,Corporate,-,GERBANGINTERNET.NET,"Ruko Malaka Country
Jl. Pondok Kopi Raya Blok D No.4 RT.1/10
Kel. Pondok Kopi, Kec. Duren Sawit
Jakarta Timur, DKI Jakarta, 13460",PONDOK KOPI,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,13460,+6281285135860,+62
S3150,PT. SATELIT GLOBAL MEDIA,SATELIT HOTSPOT,Corporate,-,SISTEMSATELIT.COM,"Dusun Sumberklopo rt001/rw036 Desa Curahkalong
Kec. Bangsalsari",CURAH KALONG,BANGSALSARI,KAB. JEMBER,JAWA TIMUR,68154,+628113134688,+62
S3151,PT. SULTAN MULTI TEKNOLOGI,ULTILOGI NETWORKS,Corporate,-,ULTILOGI.ID,"Jl. Gandusari-Kampak, Dusun Duren, RT 21 RW 06,Desa Wonorejo, Kecamatan Gandusari, Kabupaten Trenggalek",WONOREJO,GANDUSARI,KAB. TRENGGALEK,JAWA TIMUR,66372,+6281332860354,+62
S3153,PT. KUANTAN NET AKSES,DELTANET,Corporate,-,KUANTANNET.ID,"PASAR BARU BASERAH, Kel. Pasar Baru, Kec. Kuantan Hilir, Kab. Kuantan Singingi, Provinsi Riau",PASAR BARU BASERAH,KUANTAN HILIR,KAB. KUANTAN SINGINGI,RIAU,29651,+6282284668666,+62
S3154,PT. HEXA MEDIA SARANA,HEXA,Corporate,-,HEXA.NET.ID,"Jl. Kubang Raya, Mahkota RIau 3 Blok A6 No.5",TARAI BANGUN,TAMBANG,KAB. KAMPAR,RIAU,28293,+627617415308,+62
S3156,WAHANA TELEKOMUNIKASI DIRGANTARA,DIRGANTARA,Corporate,-,WTDNETWORKS.COM,"JL Pangeran Jayakarta, No. 101/D-4-5",MANGGA DUA SELATAN,SAWAH BESAR,JAKARTA PUSAT,DKI JAKARTA,10730,+62216392253,+62
S3157,PT. NEW PRIOK CONTAINER TERMINAL ONE,NPCT1,Corporate,-,NPCT1.CO.ID,"Jl. Terminal Kalibaru Raya Kav.B No.1, Cilincing Jakarta Utara, Daerah Khusus Ibukota Jakarta 14110,",KALIBARU,CILINCING,JAKARTA UTARA,DKI JAKARTA,14110,+622129144888,+62
S3158,PT. SILOKA INTEGRASI TEKNOLOGI,SILOKA TEKNOLOGI,Corporate,-,SILOKATEKNOLOGI.ID,"Gedung Wisma Bumiputera, Lantai 7 Suite #701C, Jl. Asia Afrika No.141-149",KEBON PISANG,SUMUR BANDUNG,BANDUNG,JAWA BARAT,40112,+622230508888,+62
S3159,PT. DELTA CITRA MAKMUR SENTOSA,DELTA CITRA MAKMUR SENTOSA,Corporate,-,DELTACITRA.COM,JALAN WARUNG BUNCIT RAYA NOMOR 25 E,PEJATEN BARAT,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,12510,+622150983735,+62
S3170,PT. MEDIA INFORMASI BANYUWANGI,ROJER,Corporate,-,BANYUWANGIHITS.ID,DUSUN JAJANGSURAT DESA KARANGBENDO,KARANG BENDO,ROGOJAMPI,KAB. BANYUWANGI,JAWA TIMUR,68482,+6281358736395,+62
S3174,PT. LENTERA GLOBAL SOLUSI,LENTERA GLOBAL SOLUSI,Corporate,-,LENTERAGLOBAL.ID,"Gedung The CEO, Lantai 12, Jl. TB Simatupang No 18C
Kel. Cilandak Barat - Kec. Cilandak
Jakarta Selatan, 12430",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,12430,+6281804832879,+62
S3175,PT. INTERKONEKSI JARINGAN DATA NUSANTARA,IJDN,Corporate,-,IJDN.CO.ID,"18 Office Park Building 12th Floor Unit A&H, Jl. TB. Simatupang No.18",KEBAGUSAN,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,12520,+6281311208612,+62
S3176,PT. DIGITAL CYBER INFORMATIKA,DIGITAL CYBER INFORMATIKA,Corporate,-,DIGITALCYBERINDO.NET,"Harka Offices
Alamanda Tower Lantai 2 unit H 1
Jl. TB. SImatupang No. 22 – 26
Cilandak Barat, Cilandak
Jakarta Selatan, DKI Jakarta, 12430",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,12430,+6281285135860,+62
S3177,PT. SAMARATA MEDIA TEKNOLOGI,SAMARATA MEDIA TEKNOLOGI,Corporate,-,SAMATECH.CO.ID,"JL.PARAWISATA NO.22 MONJOK SELAPARANG,",MONJOK,SELAPARANG,MATARAM,NUSA TENGGARA BARAT,83125,+6281803651885,+62
S3178,PT. METRO RING BERSAMA,KARBO NET,Corporate,ISP,METRO-RB.COM,"KP Sidangkarsa RT 03 rw 07 no 39 D 
Sukamaju Baru, Tapos, Depok
Jawa Barat, 16455",SUKAMAJU BARU,TAPOS,DEPOK,JAWA BARAT,16455,+6285710472633,+62
S3181,PT. HULWA TJARAKA TEKNOLOGI,HULWA,Corporate,-,HULWA.CO.ID,"jl. sukabirus no 88B, Dayeuhkolot Bandung",CITEUREUP,DAYEUHKOLOT,KAB. BANDUNG,JAWA BARAT,40257,+628113392055,+62
S3184,PT. ASURANSI JASARAHARJA PUTERA,ASURANSI JASARAHARJA PUTERA,Corporate,-,JRP.CO.ID,"Wisma Raharja Lantai 3 
JL. TB Simatupang Kav 1 RT.3/3 
Kel. Cilandak Timur Kec. Pasar Minggu Kota Administrasi Jakarta Selatan, 12560",CILANDAK TIMUR,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,12560,+622178844444,+62
S3185,PT. TRISTEK MEDIA KREASINDO,TMK SOLUTIONS,Corporate,-,TMK.SOLUTIONS,Jl. Gelombang Cinta No. 35,CISARANTEN KULON,ARCAMANIK,BANDUNG,JAWA BARAT,40293,+622230509999,+62
S3186,PT. MAJU BERSAMA TEPAT GUNA,MBTG,Corporate,-,MAJUBERSAMATEPAT.MY.ID,KAMPUNG JALAN PASAR NO. 124,BANGETAYU KULON,GENUK,SEMARANG,JAWA TENGAH,50115,+6285603402142,+62
S3187,PT. KBI FOOD INDONESIA,KBI FOOD INDONESIA,Corporate,-,KBI-FOOD.ID,"Harka Offices
Alamanda Tower Lantai 2 unit H 1
Jl. TB. SImatupang No. 22 – 26 RT.1/1
Kel. Cilandak Barat, Kec. Cilandak
Jakarta Selatan, DKI Jakarta, 12430",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,12430,+6281285135860,+62
S3188,PT. SOLUSI LANGGENG BERSAMA,SOLUSNET,Corporate,-,SOLUSNET.ID,"Jalan Warung Buncit Raya Nomor 25 E, Desa/Kelurahan Pejaten Barat, Kec. Pasar Minggu, Kota Adm. Jakarta Selatan, DKI Jakarta, 12510",PEJATEN BARAT,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,12510,+622150983798,+62
S3189,PT. SUGI BINTANG JAYA,SUGI BINTANG JAYA,Corporate,-,SBJNET.ID,"BTN Tiara 7 Blok C No.7
Dusun Ponci, Desa Taccorong
Kec. Gantarang, Kab. Bulukumba
Sulawesi Selatan, 92561",TACCORONG,GANTARANG,KAB. BULUKUMBA,SULAWESI SELATAN,92561,+6285399879669,+62
S3190,PT. AUFA BERKAH MEDIA,AUFA.NET,Corporate,-,AUFABERKAHMEDIA.NET,DUSUN TAMBAKBERAS BARAT,TAMBAK REJO,JOMBANG,KAB. JOMBANG,JAWA TIMUR,61419,+623218497682,+62
S3191,PT. APLIKASI PLATFORM GIGA,GIGATV,Corporate,-,GIGATV.ID,"Ciputra International 3, 9th Floor No.9 Jl. Lingkar Luar Barat No.101",RAWA BUAYA,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11740,+622129106600,+62
S3192,PT. SAKA MEDIA KOMUNIKA,SAKAMEDIA,Corporate,-,SAKAMEDIA.ID,Jl. Jendral Sudirman no.165,RANDUDONGKAL,RANDUDONGKAL,KAB. PEMALANG,JAWA TENGAH,52353,+6281225692219,-
S3193,PT. AYODYA DATA INTERNUSA,ADI NETWORK,Corporate,-,ADINETWORK,JL Landoh Sumber Desa Jadi RT 04 Rw 02 Kec.Sumber Kab.Rembang,JADI,SUMBER,KAB. REMBANG,JAWA TENGAH,59253,+628562558244,+62
S3194,PT. PERSADA INDO MULTIMEDIA,PERSINDO,Corporate,-,PERSINDO.NET,JL. SURYA NO.247,SAMBI,RINGINREJO,KAB. KEDIRI,JAWA TIMUR,64176,+6282298898884,+62
S3195,PT. SALIB KASIH INTERNET,SALIB KASIH INTERNET,Corporate,-,SKI.WEB.ID,"Jl. JCT Simorangkir 
Desa Simorangkir Julu 
Kec. Siatas Barita Kabupaten Tapanuli Utara",SIMORANGKIR JULU,SIATAS BARITA,KAB. TAPANULI UTARA,SUMATERA UTARA,22417,+6282115438428,+62
S3198,PT. ZAIM CIPTA SOLUSI,ZAIM CIPTA SOLUSI,Corporate,-,CIPTASOLUSI.NET,"JALAN KENANGAN GANG MLINJO NOMOR 69, Desa/Kelurahan
Grendeng, Kec. Purwokerto Utara, Kab. Banyumas, Provinsi Jawa
Tengah",GRENDENG,PURWOKERTO UTARA,KAB. BANYUMAS,JAWA TENGAH,53122,+6281542612981,+62
S3199,CV. INCOME,INCOME,Corporate,-,INCOMECV.COM,"Jl. MGR Sugiyopranoto Ruko Palagan No.1 Ambarawa, Kab semarang.",PANJANG,AMBARAWA,KAB. SEMARANG,JAWA TENGAH,50614,+62811297788,+62
S3200,DISKOMINFO KABUPATEN HUMBANG HASUNDUTAN,BIDANG INFORMATIKA,Goverment,-,HUMBANGHASUNDUTANKAB.GO.ID,"Komplek Perkantoran Tano Tubu
Jl. Sisingamangaraja Km. 2,2 Doloksanggul",PASARIBU,DOLOK SANGGUL,KAB. HUMBANG HASUNDUTAN,SUMATERA UTARA,22457,+6282163637652,+62
S3201,PT. DIMENSI JARINGAN BERSINAR,UPAZNET,Corporate,-,UPAZNET.COM,Dsn. Tenggur,TENGGUR,REJOTANGAN,KAB. TULUNGAGUNG,JAWA TIMUR,66293,+6281233530234,+62
S3202,PT. BINTANG UTAMA PERTIWI,BINTANGNET,Corporate,-,BINTANGUTAMA.ID,"Jl. Warung Buncit Raya Nomor 25 E, Kel. Pejaten Barat, Kec. Pasar Minggu, Kota. Jakarta Selatan, Provinsi DKI Jakarta, 12510",PEJATEN BARAT,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,12510,+622150983714,+62
S3203,PT. MIRZUNO GLOBAL SOLUSI,MIRZUNO,Corporate,-,MIRZUNO.COM,Cluster Makarona 1 No. 2,JATIASIH,JATIASIH,BEKASI,JAWA BARAT,17421,+622182784703,+62
S3204,CV. LU LI FANG,MADAM SICHUAN,Corporate,-,MADAMSICHUAN.COM,"CITYWALK GAJAH MADA JL. GAJAH MADA RAYA NO. 211 - 212 RT/RW.
014/014 Kei. GLODOK Kec. TAMAN SARI KOTA ADMINISTRASI JAKARTA
BARAT",GLODOK,TAMAN SARI,JAKARTA BARAT,DKI JAKARTA,11120,+628119003089,+62
S3205,PT. SAHABAT NETWORK KOLAKA,SAHABAT NETWORK KOLAKA,Corporate,-,SAHABATNETKOLAKA.ID,Jl. Wolter Monginsidi No. 70 Kel. Lamokato Kec. Kolaka Kab. Kolaka Sulawesi Tenggara,LAMOKATO,KOLAKA,KAB. KOLAKA,SULAWESI TENGGARA,93516,+6282112221992,+62
S3206,PT. LINTAS DATA INTERNASIONAL,JAGOANSERVER,Corporate,-,JAGOANSERVER.COM,"My Republic Plaza, BSD Green Office Park 6, Wing A Lantai Dasar Zona 6 Jalan Grand Boulevard, Tangerang, Banten 15345",SAMPORA,CISAUK,KAB. TANGERANG,BANTEN,15345,+622129608078,+622129608078
S3207,CV. AFANET MULTIMEDIA,AFANETID,Corporate,-,AFANET.CO.ID,Dusun IV Mulyo rejo,SIDODADI,BOLIYOHUTO,KAB. GORONTALO,GORONTALO,96264,+6285343801863,+62
S3208,PT. AKSES ARTHA MEDIA,ARMEDIA,Corporate,-,AKSESARMEDIA.ID,Jl. Perserikatan No. 4 D,RAWAMANGUN,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,13260,+622122472319,+62
S3209,PT. JARINGAN BUANA NUSA,JBN-NUSA,Corporate,-,JBN-NUSA.COM,Dusun Tawangrejo,TAWANGREJO,WONODADI,KAB. BLITAR,JAWA TIMUR,66155,+6282231316699,+62
S3210,PT. INTI PRIMA MANDIRI UTAMA,IPAYMU,Corporate,-,IPAYMU.COM,Jalan Warung Buncit Raya No 18 Lantai 3,DUREN TIGA,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,12760,+62811380434,+62
S3211,PT. KIRANA DARYA RAYA,KIRANA RAYA,Corporate,-,KIRANARAYA.COM,"Komplek Ruko Golden Ville Nomor 88 CR, Kelurahan Duri Kepa, Kec. Kebon Jeruk, Kota Jakarta Barat, Provinsi DKI Jakarta, 11510",DURI KEPA,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11510,+622150983716,+62
S3212,CV. PURBASARI PRATAMA,PURBASARI PRATAMA,Corporate,-,PURBASARI.MY.ID,Jl. Veteran Mangkalaya Km.5 RT.05/10 Desa Cibolang Gunungguruh Sukabumi,CIBOLANG,GUNUNGGURUH,KAB. SUKABUMI,JAWA BARAT,43156,+6285158688551,+62
S3213,PT. INDO TEKNOLOGI KONSTRUKSI,JOGLO NET ID,Corporate,-,PTINDOTEK.CO.ID,Dalangan,NGEMPLAK,KALIKOTES,KAB. KLATEN,JAWA TENGAH,57461,+6285725261130,+62
S3214,PT. CITRA CAKRAWALA PRATAMA,MNET,Corporate,-,CITRACAKRAWALA.COM,Jl. Daeng Tata 1 Blok 5 No 4,BONTO DURI,TAMALATE,MAKASSAR,SULAWESI SELATAN,90225,+6285255886264,+62
S3215,DINAS KOMUNIKASI DAN INFORMATIKA KABUPATEN GORONTALO,PEMERINTAH KABUPATEN GORONTALO,Goverment,-,GORONTALOKAB.GO.ID,"Kantor Diskominfo Gorontalokab
Jl. Abudi Ilahude 090",KAYUBULAN,LIMBOTO,KAB. GORONTALO,GORONTALO,96211,+6281241581029,+62
S3216,PT. NETWORK INTERBRIDGE INDONESIA,DEVNETCUK & NET2BYTE,Corporate,-,DEVNETCUK,"Dusun Selang 2 RT. 014 RW. 004, Desa/Kelurahan Ciwaringin, Kec.Lemahabang, Kab. Karawang, Provinsi Jawa Barat",CIWARINGIN,LEMAHABANG,KAB. KARAWANG,JAWA BARAT,41383,+628111282222,+62
S3218,CV. PREMIUM POWER SOLUTION,PPS,Corporate,-,PREMIUMSOLUTION.CO.ID,"GD. THE EAST LT. 12 UNIT 6 JL.DR.IDE ANAK AGUNG GDE
AGUNG KAV.E.3.2 NO. 1",KUNINGAN TIMUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12950,+622129527119,+62
S3219,PT. LINK DATA NUSANTARA,LINK DATA NUSANTARA,Corporate,-,LINKDATANUSA.NET,"STC SENAYAN, Lt. 3 Nomor 102
JL. Asia Afrika Pintu 9.
Gelora, Tanah Abang
Jakarta Pusat, DKI Jakarta, 10270",GELORA,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10270,+6285693842463,+62
S3225,PT. NUSANTARA ANEKA SEMESTA,NUSANTARANETWORK,Corporate,-,NUSANTARANET.MY.ID,"Jalan Warung Buncit Raya Nomor 25 E, Desa/Kelurahan Pejaten Barat,
Kec. Pasar Minggu, Jakarta Selatan, DKI Jakarta, 12510",PEJATEN BARAT,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,12510,+622150983748,+62
S3226,PT. KOMUNIKASI INDAH BUANA,KOMUNIKASI INDAH BUANA,Corporate,-,KOMUNIKASIBUANA.NET,"Alamanda Tower Lt. 2 unit H 1
Jl. TB. SImatupang No. 22 – 26 RT.1/1
Cilandak Barat, Cilandak
Jakarta Selatan, DKI Jakarta, 12430",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,12430,+6285959326552,+62
S3227,PT. KB VALBURY SEKURITAS,VOLT,Corporate,-,KBVALBURY,"SAHID SUDIRMAN CENTER LT.41 
JL. JEND.SUDIRMAN KAV.86 JAKARTA 10220",KARET TENGSIN,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10220,+6225098300,+6225098400
S3228,"DINAS KOMUNIKASI, INFORMATIKA DAN PERSANDIAN KABUPATEN BUTON UTARA",KOMINFO BUTON UTARA,Goverment,-,BUTONUTARAKAB.GO.ID,DINAS KOMINFO KOMPLEKS PERKANTORAN BUMI PRAJA SARAEA,SARAEA,KULISUSU,KAB. BUTON UTARA,SULAWESI TENGGARA,93682,+6282131417774,-
S3230,PT. GOSYEN SOLUSI TEKNOLOGI,GOSYEN,Corporate,-,GOSYENNET.ID,JL. A. M. SANGAJI NO.27,PETOJO UTARA,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10130,+62811411630,+62
S3232,LEMBAGA ADMINISTRASI NEGARA,GOVERNMENT,Goverment,-,LAN.GO.ID,"Jl. Veteran No.10, Gambir, Jakarta Pusat 10110",GAMBIR,GAMBIR,JAKARTA PUSAT,DKI JAKARTA,10110,+62213455024,+62
S3233,PT. BANK NAGARI,PT. BANK NAGARI,Corporate,-,BANKNAGARI.CO.ID,Jl. Pemuda No. 21 Padang,OLO,PADANG BARAT,PADANG,SUMATERA BARAT,25117,+6275131577,+62751841353
S3234,PT. MEDIA INVESTASI UTAMA,MIU,Corporate,-,MEDIAINVESTASIUTAMA.NET,"Jl. SUKARAMAI NO. 25, Desa/Kelurahan Bagan Asahan Pekan, Kec. Tanjung Balai, Kab. Asahan, Provinsi Sumatera Utara, Kode Pos21352",BAGAN ASAHAN PEKAN,TANJUNG BALAI,KAB. ASAHAN,SUMATERA UTARA,21352,+6285370271726,+626225431631
S3235,PT. GLOBAL DATA INFORMATIKA,GLOBAL DATA INFORMATIKA,Corporate,-,GLOBALINFORMATIKA.NET,"STC SENAYAN, Lantai 3 
JL. ASIA AFRIKA PINTU 9
Gelora, Tanah Abang
Jakarta Pusat, DKI Jakarta,10270",GELORA,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,10270,+6285959326552,+62
S3236,PT. TUSABA SINERGY ABADI,TSA,Corporate,-,ADAABANG.COM,"BLOK ARUMAN , Kel. Kertasemaya,Kec. Kertasemaya, kab. Indramayu , Prov. Jawabarat",KERTASEMAYA,KERTASEMAYA,KAB. INDRAMAYU,JAWA BARAT,45223,+6285221940444,+62
S3237,PT. INFRADATA DIGITAL NUSANTARA,IDN,Corporate,-,IDN-INFRADATA.COM,"Barcelona Square E9/RK-53 , Jl Letnan Sutopo , Rawa Mekar Jaya , Serpong , Tangerang Selatan",RAWA MEKAR JAYA,SERPONG,TANGERANG SELATAN,BANTEN,15310,+622150501367,+62
S3238,PT. PANCA CAHAYA MURNI,PANCAMURNI,Corporate,-,PANCAMURNI.COM,"Komplek Mutiara Taman Palem Blok C19 Nomor 7, Desa/Kelurahan Cengkareng Timur, Kec. Cengkareng, Kota Adm. Jakarta Barat, Provinsi DKI Jakarta",CENGKARENG TIMUR,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11730,+622150983719,+62
S3239,PT. INTERNUSA DUTA MAKMUR,INTERNUSA DUTA MAKMUR,Corporate,-,IDNET.ID,"Ruko HR Muhammad Square
Jalan. Raya Darmo Permai IIC 23-27 
Surabaya, Jawa Timur, 60226",PRADAHKALI KENDAL,DUKUH PAKIS,SURABAYA,JAWA TIMUR,60226,+6282116879977,+62
1191,PT. FASTLINK KONEKSI INDONESIA,FK-NET,Corporate,ISP,FASTLINKKONEKSI.NET.ID,"JL. MERDEKA DKT KANTOR BUPATI LAMA, BAGAN SIAPI API",BAGAN KOTA,BANGKO,KAB. ROKAN HILIR,RIAU,28912,+6282173429900,-
S3242,PT. INSAN TEKNOLOGI DATA,BILLNET,Corporate,-,INSANTEKNOLOGIDATA.CO.ID,Ruko Family Jalan Peusar no.48,CIKUPA,CIKUPA,KAB. TANGERANG,BANTEN,15710,+622159660004,+62
S3243,PT. HALTO PETIRAH AGROWANGI,HPA,Corporate,-,HALTOPETIRAH.MY.ID,"Jl. Kalijati Indah Selatan Nomor 12,",ANTAPANI KULON,ANTAPANI,BANDUNG,JAWA BARAT,40287,+6285872740070,+62
S3244,PT. INOVASI BAKTI NUSANTARA,AMPM,Corporate,-,IBN.CO.ID,"PALAIS DE PARiS i22-23 JL, BOULEVERD RAYA KOTA
DELTAMAS , Kel. Sr.rkamahi, Kec. Cikarang Pusat. Kab. Bekasi,
Prov. Jaura Barat",SUKAMAHI,CIKARANG PUSAT,KAB. BEKASI,JAWA BARAT,41381,+622122157153,+62
S3245,PT. JURAGAN LINTAS DATA,JLD,Corporate,-,JURAGANLINTASDATA.NET,"dsn Tampingan 1 rt 04/04/Ds. Tampingan, Kec. Tegalrejo, Kab. Magelang",TAMPINGAN,TEGALREJO,KAB. MAGELANG,JAWA TENGAH,56192,+6285865501765,+628222
S3247,PT. OLEAN PERMATA TELEMATIKA,OLEAN,Corporate,ISP,OLEAN.ID,"Jl. Cendrawasih No.73, Nambangan Lor, Kec. Manguharjo, Kota Madiun, Jawa Timur",NAMBANGAN LOR,MANGU HARJO,MADIUN,JAWA TIMUR,63129,+6285101665035,-
S3248,PT. JELAJAH KREASI INFORMATIKA,JELAJAHID,Corporate,-,JELAJAHID.ID,Kampung Cisitu Rt 013 Rw 003 Desa kadubeureum kecamatan pabuaran kabupaten serang,KADUBEUREUM,PABUARAN,KAB. SERANG,BANTEN,42163,+62817861101,+62
S3249,PT. ELITE TEKNOLOGI AKADEMI,ELITE ACADEMY,Corporate,-,ELITEACADEMY.ID,"Talavera Office Park Lt. 28, Jl. TB Simatupang Kav. 22-26",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,12430,+628176008286,+62
S3251,PT. FRAME DATA NETWORK,FRAME DATA NETWORK,Corporate,-,FRAME-DATA.NET,"Alamanda Tower
Jl.TB Simatupang No.22-26
Cilandak Barat, Cilandak
Jakarta Selatan, DKI Jakarta, 12430",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,12430,+6285693842463,+62
S3252,PT. KREASI DIGITAL BANGSA,KREDIBA,Corporate,-,KREASIDIGITALBANGSA.ID,Komplek Rafflesia Business Centre Blok E No. 2,TELUK TERING,BATAM KOTA,BATAM,KEPULAUAN RIAU,29432,+62778472711,+62
S3253,PT. AYO BANGUN INTI DAYA,AYOBANGUN,Corporate,-,AYOBANGUN.CO.ID,Jl. Kh Ahmad Dahlan No. 195,KERAMAT,RANGKUI,PANGKAL PINANG,KEPULAUAN BANGKA BELITUNG,33132,+628118536111,+62
S3254,PT. NANAKA NETWORK COMMUNICATION,NNC NETWORK,Corporate,-,NANAKA.ID,JALAN RAYA TANGKILSARI NO 53,TANGKILSARI,TAJINAN,KAB. MALANG,JAWA TIMUR,65175,+6281217838088,+62
S3255,PT. GEMA LUHUR PRATAMA,GEMANET,Corporate,-,GEMANET.ID,"alan Warung Buncit Raya Nomor 25 E,  Kelurahan Pejaten Barat, Kec. Pasar Minggu, Jakarta Selatan, DKI Jakarta, 12510",PEJATEN BARAT,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,12510,+622150983779,+62
1185,PT. WADMA BERKAH SEDAYA,WADMA NETWORK,Corporate,ISP,WADMANET.CO.ID,Ruko Sudirman Center Blok AA6,KARANG ANYAR,ASTANA ANYAR,BANDUNG,JAWA BARAT,40241,+622286026158,+62
S3259,PT. JARINGAN NUSANTARA SAMOTA,JNS.ID,Corporate,-,JARINGANNUSANTARASAMOTA.ID,Jalan Dr. Sutomo No. 14 Sumbawa Besar,BRANG BARA,SUMBAWA,KAB. SUMBAWA,NUSA TENGGARA BARAT,84314,+6281298803238,+62
S3260,PT. KLOJEN,LUMAJANG VISION,Corporate,-,LUMAJANGTV.NET,"JL Kapten Kyai Ilyas No 152 Citrodiwangsan
Kec Lumajang Kabupaten Lumajang
Jawa Timur 67312",CITRODIWANGSAN,LUMAJANG,KAB. LUMAJANG,JAWA TIMUR,67312,+6285738103314,+62
S3261,PT. SUMATRA INTERNET EXCHANGE,SUMATRA INTERNET EXCHANGE,Corporate,-,SUMIX.ID,"Jl. Jenderal Sudirman Gang Pasar Pemda No. 2-3 ,
Kel. Ujung Batu Timur, Kec. Ujung Batu, 
Kab. Rokan Hulu, Riau, 28554",UJUNG BATU TIMUR,UJUNG BATU,KAB. ROKAN HULU,RIAU,28554,+6285836076097,+62
S3263,PT. STARONE MITRA TELEKOMUNIKASI,BDX INDONESIA,Corporate,-,BDXWORLD.COM,Jl Pemuda No 142,SEKAYU,SEMARANG TENGAH,SEMARANG,JAWA TENGAH,50132,+62816744888,+62
