no_reg,nama_perusahaan,nama_merek_usaha,tipe_keanggotaan,jenis_perizinan,domain,alamat_kantor,kelurahan,kecamatan,kabkota,provinsi,kodepos,phone,fax
S2513,PT. METRO WORLD INDONESIA,METROWORLDHOST,Corporate,-,METROWORLD.CO.ID,"Cyber 2 Tower Jakarta, Jalan HR. Rasuna Said Blok X-5 Kav.13, , Kel.
Kuningan Timur, Kec. Setiabudi, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta,
Kode Pos12920",KUNINGAN TIMUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12730,+628112260345,+62
S2514,PT. ANTIRO MEGA MANDIRI,AMM,Corporate,-,ANTIRO.ID,"EightyEight@Kasablanka, Tower A, Lt 12
Jl Kasablanka Raya Kav 88",MENTENG DALAM,TEBET,JAKARTA SELATAN,DKI JAKARTA,12870,+622150311199,+622150106321
0987,PT. TUNAS MULTI DATA,INTERNETKU,Keanggotaan Penyelenggara,ISP,TUNASMULTIDATA.ID,"Jalan Kertek km.3 Semayu, RT. 001 RW.003 Kec.Selomerto, Wonosobo, Jawa Tengah 56361",SEMAYU,SELOMERTO,KAB. WONOSOBO,JAWA TENGAH,56361,+628112777890,+62
S2516,PT. ANUM NUSANTARA MEDIA,ANUM ID,Corporate,ISP,ANUM.CO.ID,btn lampo pala kecematan rumbia kabupaten bombana sulawesi tenggara,LAMPOPALA,RUMBIA,KAB. BOMBANA,SULAWESI TENGGARA,93771,+628124318631,+62
1054,PT. PASIFIK WIJA TEKNOLOGI,WIJA BACKBONE,Keanggotaan Penyelenggara,ISP,WBBKU.COM,"DESA PURA SAJAU NOMOR 28, Kel. Pura Sajau, Kec. Tanjung Palas
Timur, Kab. Bulungan, Provinsi Kalimantan Utara,
Kode Pos77215",PURA SAJAU,TANJUNG PALAS TIMUR,KAB. BULUNGAN,KALIMANTAN UTARA,77215,+6285752021244,-
S2518,CV. TIMSURYA PERKASA,APURVALDA,QQ,-,APURVALDA.NET,Sisinga Mangaraja Blok - No -,BENPASI,KOTA KEFAMENANU,KAB. TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR,85613,+6281280058289,+62
S2519,PT. MITRA GLOBALINDO NUSANTARA,MGN,Corporate,-,MITRAGLOBALINDO.CO.ID,"JL. LETJEND. MT. HARYONO NO.A1 MEDAN
LANTAI 4 WEST TOWER",GANG BUNTU,MEDAN TIMUR,MEDAN,SUMATERA UTARA,20231,+626142005577,+626142005577
S2520,PT. PUSAT NET MEDIA,PUSATNET,Corporate,-,PUSATNET.ID,"Jl. Pasar Buah Gg. Kranji, Desa Ngemplak Kidul, Kel. Ngemplak Kidul,
Kec. Margoyoso, Kab. Pati, Provinsi Jawa Tengah,
Kode Pos59154",NGEMPLAK KIDUL,MARGOYOSO,KAB. PATI,JAWA TENGAH,59154,+6282137288675,-
0986,PT. SERAYU MULTI CONNECTION,STAR CONNECT,Keanggotaan Penyelenggara,ISP,SERAYU.ID,Jalan Raya Madukara - kenteng desa Pekauman Kecamatan madukara Kab. Banjarnegara Jawa Tengah,PEKAUMAN,MADUKARA,KAB. BANJARNEGARA,JAWA TENGAH,53482,+6285292358594,-
S2522,PT. NUSA CITRA TELEKOMUNIKASI,NUTEL,Corporate,-,NCT.CO.ID,JLN. TEGAL SARI 1 NO.17 RUMBAI PEKANABRU,UMBAN SARI,RUMBAI,PEKANBARU,RIAU,28265,+62895634977441,+62
S2523,PT. ISUZU ASTRA MOTOR INDONESIA,ISUZU,QQ,-,ISUZU-ASTRA.COM,JL.DANAU SUNTER UTARA KAV. 30 BLOK 03,SUNTER AGUNG,TANJUNG PRIOK,JAKARTA UTARA,DKI JAKARTA,14350,+62216501000,+62216501000
S2524,PT. DIAZA LINTAS ASIA,DIAZA,Corporate,-,DIAZA.ID,"18 Office Park Building 12th Floor Unit A & H, Jalan TB Simatupang Nomor 18",KEBAGUSAN,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,12520,+6285647675500,+62
S2525,PT. CORBEC COMMUNICATION,CORBEC,Corporate,-,CORBEC.CO.ID,Jl Soekarno Hatta No 71,WARUNG MUNCANG,BANDUNG KULON,BANDUNG,JAWA BARAT,40211,+622286061598,+62226121044
S2526,CV. GASATEKNET,GASATEKNET,Corporate,-,GASATEK,"JL. Letjen Sutoyo V No. 102B,",KEBONSARI,SUMBERSARI,KAB. JEMBER,JAWA TIMUR,68122,+6281333336144,+62
1145,PT. AWANBIT DATA INDONESIA,CLOUDBIT,Keanggotaan Penyelenggara,ISP,CLOUDBIT.CO.ID,"Jl. Raya Bojonggenteng No. 2, Kel. Bojonggenteng, Kec. Bojonggenteng,
Kab. Sukabumi, Provinsi Jawa Barat,
Kode Pos43353",BOJONG GENTENG,BOJONG GENTENG,KAB. SUKABUMI,JAWA BARAT,43353,+6285156164424,-
S2528,CV. AMOEBA,AMOEBA,Corporate,-,NETWORK,JL. Pasir Panjang NO.83,PASIR PANJANG,ARUT SELATAN,KAB. KOTAWARINGIN BARAT,KALIMANTAN TENGAH,74117,+6281328725557,+62
S2529,PT. IDENTITAS DIGITAL NASIONAL,IDENTITAS DIGITAL NASIONAL,Corporate,-,IDDIGITAL.ID,"Jl. Warung Buncit Raya No.25, RT.2/RW.7, West Pejaten, Pasar Minggu, South Jakarta City, Jakarta 12510
Telepon (021) 7940911",PEJATEN BARAT,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,12510,+62217940911,+62217940911
1063,PT. JARINGAN INTERNET BANTEN,JIB.NET.ID,Keanggotaan Penyelenggara,ISP,JIB.NET.ID,"Ruko Saung Teratai, Jl. Utama Cikande Griya No. 12, Kp. Kalutuk",CIKANDE PERMAI,CIKANDE,KAB. SERANG,BANTEN,42186,+6281928289728,-
S2531,YAYASAN PENDIDIKAN AGAMA ISLAM MINHAAJURROSYIDIIN,YAYASAN PENDIDIKAN AGAMA ISLAM MINHAAJURROSYIDIIN,QQ,-,YAYASANPAI.NET,Jl. SPG 7 No. 17 RT. 005 RW. 009 Lubang Buaya Cipayung Jakarta Timur DKI Jakarta,LUBANG BUAYA,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,13810,+62,+62
S2532,YAYASAN SARANA OLAHRAGA MINHAJURROSIDIN,YAYASAN SARANA OLAHRAGA MINHAAJURROSYIDIIN,QQ,-,YAYASANSARANAOLAHRAGA.NET,Jl. SPG 7 No. 17 RT. 005 RW. 009 Lubang Buaya Cipayung Jakarta Timur DKI Jakarta,LUBANG BUAYA,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,13810,+62,+62
S2533,PT. BANGUN TEKNIK VISINDO,BANGUN TEKNIK VISINDO,Corporate,-,BANGUNTEKNIKINDO.ID,"Kompleks Ruko Golden Ville No 88 CR, Kel. Duri Kepa, Kec.Kebon Jeruk, Kota Adm. Jakarta Barat, Prov. DKI Jakarta",DURI KEPA,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11510,+622150983724,+622150983724
S2534,PT. RUANG DATA DIGITAL,RUANG DATA DIGITAL,Corporate,-,RDATADIGITAL.COM,"CYBER 1 BUILDING 6th FLOOR, JL. KUNINGAN BARAT 8,
Kel. Kuningan Barat, Kec. Mampang Prapatan, Kota Adm. Jakarta
Selatan, Prov. DKI Jakarta",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,+622150983715,+622150983715
S2535,PT. GGM MEDIA NUSANTARA,GGM MEDIA,Corporate,-,GANBATTEGLOBALMEDIA.COM,"Jalan Terusan I Gusti Ngurahrai No. 23A ,",PONDOK KOPI,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,17134,+6281996130684,+62
1065,PT. MYARSYILA INDONESIA INTERKONEKSI,MYARSYILA,Keanggotaan Penyelenggara,ISP,MYARSYILAINDONESIA.CO.ID,Jl Raya Pengasinan Gg Masjid Baiturrohmah No.4,PENGASINAN,SAWANGAN,DEPOK,JAWA BARAT,16518,+622518413955,-
S2537,PT. AGUNG NETWORK SOLUTION,AGN,Corporate,-,AGUNGNETWORK.COM,"JALAN POROS, Kel. Sungaikuning, Kec. Singingi, Kab.
Kuantan Singingi, Provinsi Riau",SUNGAI KUNING,SINGINGI,KAB. KUANTAN SINGINGI,RIAU,29563,+628126672233,+62
S2538,PT. MEDIA GENERASI GLOBAL  GROBOGAN,GROBOGAN INTERNET,Corporate,-,GENERASIGLOBAL.COM,Jln Pangeran Puger 101,GROBOGAN,GROBOGAN,KAB. GROBOGAN,JAWA TENGAH,58152,+6285292248818,+62
S2539,PT. MALALO MULTIMEDIA MANAJEMEN,MALALO NET,Corporate,-,MALALONET.ID,"Jalan Sudirman No. 25 Jorong Kubu Rajo Nagari Baringin, Kota Batusangkar - Kecamatan Lima Kaum
Kab. Tanah Datar",LIMA KAUM,LIMA KAUM,KAB. TANAH DATAR,SUMATERA BARAT,27213,+6282284595857,+627524416405
1025,PT. LINTAS TEKNOLOGI SOLUSINDO,AERONET,Keanggotaan Penyelenggara,ISP,LINTEKSOLUSINDO.COM,"PLAZA SUMMARECON BEKASI JALAN BULEVAR AHMAD YANI,
KAVLING K.01, LEVEL 7, Kel. Harapanmulya, Kec. Medansatria, Kota
Bekasi, Provinsi Jawa Barat,
Kode Pos17143",HARAPAN MULYA,MEDAN SATRIA,BEKASI,JAWA BARAT,17143,+6282121878731,+62
S2541,PT. DIGITAL HASANAH INDONESIA,HASAN DIGITAL,Corporate,-,DIGITALHASANAH.CO.ID,"Gedung The CEO, Lantai 12, Jl. TB. Simatupang No. 18C,Kel. Cilandak
Barat, Kec. Cilandak, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,12430,+6287777577470,+62
S2542,PT. MEDIA ENERGI INDOTAMA,MEDIA ENERGI INDOTAMA,Corporate,-,MEDIAENERGIINDOTAMA.CO.ID,"Kompleks Ruko Golden Ville No 88 CR, Kel. Duri Kepa, Kec. Kebon Jeruk, Kota Adm. Jakarta Barat, Prov. DKI Jakarta",DURI KEPA,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11510,+622150983733,+622150983733
S2543,PT. BUYAS MEDIA TEKNOLOGI NUSANTARA,BUYAS NET,Corporate,-,BUYASCORP.NET,JL. ABDUL WAHAB NO 100,SAWANGAN LAMA,SAWANGAN,DEPOK,JAWA BARAT,16511,+6285710401019,+62
S2544,PT. ANGKASA BINTAN CEMERLANG,BARELANG INTERNET,Corporate,-,BARELANGNET.COM,"JL.SULTAN SULAIMAN NO.1 RT 004 RW  002 KAMPUNG BULANG
TANJUNG PINANG TIMUR KOTA TANJUNG PINANG KEPULAUAN RIAU
0771-316299 ZIP 29122",KAMPUNG BULANG,TANJUNGPINANG TIMUR,TANJUNGPINANG,KEPULAUAN RIAU,29122,+62771316299,+62
1051,PT. JAYA SEJAHTRA NUGRAHA,STRONG NET,Keanggotaan Penyelenggara,ISP,STRONGNET.ID,Perum Griya Sampurna Blok F6/12,CIKAHURIPAN,CIMANGGUNG,KAB. SUMEDANG,JAWA BARAT,45364,+628112344101,+62
0951,PT. GLOBAL ERASIBER TEKNOLOGI,GESITNET,Keanggotaan Penyelenggara,ISP,GESITNET.ID,"Jl. Psr. Wates - Kediri
RT. 15B/04 Dsn. Wates
Ds. Binong Kec. Binong",BINONG,BINONG,KAB. SUBANG,JAWA BARAT,41253,+622604554823,-
S2547,PT. SIMA BAHTERA UTAMA,SIM.NET,Corporate,-,SIMABAHTERAUTAMA.CO.ID,"Jl. Raya Cileunyi No. 480
Kel. Cileunyi Wetan Kec. Cileunyi",CILEUNYI WETAN,CILEUNYI,KAB. BANDUNG,JAWA BARAT,40622,+6281220758885,+622221010236
S2548,PT. TATA KELOLA PUSAT DATA,TATA KELOLA PUSAT DATA,Corporate,-,KELOLAPUSATDATA.COM,"CYBER 1 BUILDING 3rd FLOOR, JALAN. KUNINGAN
BARAT NOMOR 8, Kel. Kuningan Barat, Kec. Mampang Prapatan, Kota Adm. Jakarta Selatan, Prov. DKI Jakarta",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12910,+622150983728,+622150983728
S2549,PT. SUMBER DAYA INTERNET,SUMBER DAYA INTERNET,Corporate,-,INTERNETRESOURCES.NET,"Jl. Sriwijaya V/6 RT.006/001
Selong, Kebayoran Baru, 
Jakarta Selatan, 12110",SELONG,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12110,+62818814848,+62
S2550,PT. NAHELOP NETWORK SOLUSINDO,NAHELOPNET,Corporate,-,NAHELOPNET.ID,Jl. Kresno No. 7,POLEHAN,BLIMBING,MALANG,JAWA TIMUR,65121,+62816555622,+62
S2551,PT. GLOBAL DATA LINTAS ASIA,GLOBAL DATA LINTAS ASIA,Corporate,-,GLOBALDATALINTASASIA.CO.ID,"Office 8, Level 18-A, Jl. Jendral Sudirman Kav 52-53 SCBD, Kel. Senayan, Kec. Kebayoran Baru, Kota Adm. Jakarta Selatan, Prov. DKI Jakarta",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,+622150983759,+62
1020,PT. AMEERA MEGA BUANA,AMEERANET,Keanggotaan Penyelenggara,ISP,AMEERAMEGABUANA.CO.ID,Jl. Cappa Padang No. 177 RT. 007 RW. 002,BATULICIN,BATU LICIN,KAB. TANAH BUMBU,KALIMANTAN SELATAN,72271,+6285787417888,+62518302417
S2553,YAYASAN PONDOK PESANTREN MINHAAJURROSYIDIIN,YAYASAN PONDOK PESANTREN MINHAAJURROSYIDIIN,QQ,-,YAYASANPM.NET,Jl. SPG 7 No.17 RT. 005 RW. 009 Lubang Buaya Cipayung,LUBANG BUAYA,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,13810,+62,+62
0933,PT. INTERNET KELUARGA INDONESIA,INTERNET KELUARGA,Keanggotaan Penyelenggara,ISP,INTERNETKELUARGA.COM,Griya Kaliwadas Permai Blok G No 1 RT 001 RW 006 Kel. Kaliwadas Kec. Sumber Kabupaten Cirebon Jawa Barat 45611 Indonesia,KALIWADAS,SUMBER,KAB. CIREBON,JAWA BARAT,45611,+62,+62
S2555,PT. BEIBI CEMERLANG INDONESIA,BEIBIPLUS,Corporate,-,BEIBICEMERLANG.COM,"Graha DLA Lt 2 Suite 6, Jl. Otto Iskandar Dinata No 392",NYENGSERET,ASTANA ANYAR,BANDUNG,JAWA BARAT,40242,+62227101045,-
1115,PT. JANGKAU LINTAS NUSANTARA,JANGKAUNET,Keanggotaan Penyelenggara,ISP,JANGKAUNET.COM,"Duta Indah Residence Ruko Emerlad E7 no 50, Banten 15132",SANGIANG JAYA,PERIUK,TANGERANG,BANTEN,15132,2139703777,-
S2557,PT. NAFISA CITRA SELARAS,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,NAFISAHOSTER.MY.ID,Ruko Fiorenza Blok O 02/33,CIKUPA,CIKUPA,KAB. TANGERANG,BANTEN,15710,+6287869924072,+62
S2558,PT. PEMINDO INOKE NUSANTARA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,PINHOSTER.MY.ID,"Peta Selatan Ruko City Square Bussines Park Blok G,No.17",KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11840,+6281224293638,+62
S2559,CV. CITRA IMAM BERSINAR,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,ICBHOSTER.MY.ID,"City Square Business Park,Jl.Peta Selatan Blok G No.29",KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11840,+6285641438386,+62
S2560,PT. YOUCOM ELYSIA ABADI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,YEAHOSTER.MY.ID,Jl.Masjid AL-Khoir 3 No.164,CILANGKAP,CIPAYUNG,JAKARTA TIMUR,DKI JAKARTA,13870,+6285882178354,+62
S2561,PT. AZKA JAYA PRATAMA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,AJPHOSTER.MY.ID,Ruko Mutiara Taman Palem Blok C19 No. 86,CENGKARENG TIMUR,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11730,+6287874974565,+62
S2562,PT. PRISAI MEGATAMA PERKASA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,PMPHOSTER.MY.ID,Jl.Utan Jati 7B NO.12A,KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11840,+6287868969107,+62
S2563,PT. SUMBER KARYA BERSINAR,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,SKBHOSTER.MY.ID,"City Square Business Park,Jl.Peta Selatan Blok G No.29",KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11840,+6281311530011,+62
S2564,CV. LALINDO JAYA ABADI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,LJAHOSTER.MY.ID,"Ruko Sentral Niaga Blok C,Jl.Kresek Raya No.12",DURI KOSAMBI,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11750,+6281283333022,+62
S2565,CV. GLOBAL INDO SURYA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,GISHOSTER.MY.ID,Jl.Peta Selatan City Square Business Park Blok G No.29,KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11840,+6281807917172,+62
S2566,PT. FADILLAH SUKSES MANDIRI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,FSMHOSTER.MY.ID,Pasar Segar Citra Cengkareng Blok KDD 05/06,PEGADUNGAN,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11830,+6285716643949,+62
S2567,PT. MADANI PUTRA MAHKOTA,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,MPHOSTER.MY.ID,Jl.Utan Jati Daan Mogot Baru 7B No.12A,KALIDERES,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11840,+6281310861146,+62
S2568,PT. JUSINDO FAJAR BERSINAR,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,JFBHOSTER.MY.ID,"Pasar Segar,Jl.Utan Jati 1 KDJ 8 No.40",PEGADUNGAN,KALIDERES,JAKARTA BARAT,DKI JAKARTA,11830,+6285771250310,+62
S2569,PT. INFRATELINDO NUSANTARA INVESTAMA,INFRATELINDO,Corporate,-,INFRATELINDO.CO.ID,"OFFICE 8, LEVEL 18-A UNIT A
JL. JEND. SUDIRMAN KAV 52-53 SCBD",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,+622139702040,+62
S2570,PT. SMART TEHNOLOGI NUSANTARA,SMART B,Corporate,-,SMARTEHNOLOGI.CO.ID,"Ruko FFC jln. Bakti Husada 
 Dusun Curahpecak Rt 02 Rw.01 Desa Purwoharjo
 Kec.Purwoharjo, kab.Banyuwangi",PURWOHARJO,PURWOHARJO,KAB. BANYUWANGI,JAWA TIMUR,68483,+6282123462334,+62
S2571,PT. ALAKASA INDUSTRI PERTAMA,ALAKASA INDUSTRI PERTAMA,Corporate,-,ALAKASA.NET,"APL Tower OT/35-T5 Podomoro City
Jln. Letjend S.Parman
Tanjung Duren Selatan, Grogol Petamburan
Jakarta Barat, DKI Jakarta, 11470",TANJUNG DUREN SELATAN,GROGOL PETAMBURAN,JAKARTA BARAT,DKI JAKARTA,11470,+622150983742,+62
0999,PT. LINGKAR KABEL TELEKOMUNIKASI,LINKTEL,Keanggotaan Penyelenggara,JTL,KABELTELEKOM.ID,"GRAHA PENA LT 15 NO.1503, JALAN AHMAD YANI 88,",KETINTANG,GAYUNGAN,SURABAYA,JAWA TIMUR,60231,+623130006262,+62
S2573,PT. STAR MULTI MEDIA,STAR MULTI MEDIA,Corporate,-,STARMULTIMEDIA.CO.ID,JL.WIRASWASTA NO.38,SIDODADI,SAMARINDA ULU,SAMARINDA,KALIMANTAN TIMUR,75243,+6281331956171,+62
S2574,PT. CLOUD FOUR CEE SERVICES,INFORMATION TECHNOLOGY,QQ,-,CLOUD4C-ID.COM,"Revenue Tower. Floor 23 Scbd, Jl. Jend. Sudirman No.52-53, RT.5/RW.3, Senayan, Jakarta, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia",SENAYAN,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,12190,+628129407047,+62
S2575,PT. NETIN DATA PRATAMA,NETIN,Corporate,-,NETIN.FGU.CO.ID,"Jalan B Raya Rawabadak nomor 5, Rukun Tetangga 007, Rukun Warga 004, Kel. Rawa Badak Utara, Kecamatan Koja",RAWABADAK UTARA,KOJA,JAKARTA UTARA,DKI JAKARTA,14230,+6243933365,+62
S2576,PT. SINYAL BAYAN HADUA,EASYNET,Corporate,-,EASYNET.ID,"Ruko Taman Kopo Indah III  Blok E No,73",MEKAR RAHAYU,MARGAASIH,KAB. BANDUNG,JAWA BARAT,40218,+622254439999,+62
1023,PT. MARVA GLOBAL TELEKOMUNIKASI,MARVATEL,Keanggotaan Penyelenggara,ISP,MARVATEL.ID,Jl. Bromo 100,DILEM,KEPANJEN,KAB. MALANG,JAWA TIMUR,65163,+6285106076000,+62341391075
S2578,PT. MATA CAKRAWALA NUSANTARA,CATOPNET,Corporate,-,CATOPNET.ID,Jl. Dr. Soetomo Krajan I,KALIBOTO LOR,JATIROTO,KAB. LUMAJANG,JAWA TIMUR,67355,+6285257737111,+62
S2579,PT. INDOWEBHOST KREASI,INDOWEBHOST KREASI,Corporate,-,IWK.CO.ID,Jl. Dagan No.6C,PETISAH TENGAH,MEDAN PETISAH,MEDAN,SUMATERA UTARA,20112,+626188813998,+626188813997
S2580,PT. CATUR PRIMA INTIDAYA,CATUR PRIMA INTIDAYA,Corporate,-,CATURPRIMA.ID,"Kompleks Ruko Golden Ville No 88 CR, Kel. Duri Kepa, Kec.Kebon Jeruk, Kota Adm. Jakarta Barat, Prov. DKI Jakarta",DURI KEPA,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,11510,+622150983752,+62
1029,PT. SARANA TELEMEDIA NUSANTARA,TELENUSA,Keanggotaan Penyelenggara,ISP,TELENUSA.CO.ID,JL KALIBARU TIMUR VI NOMER 86,KALIBARU,CILINCING,JAKARTA UTARA,DKI JAKARTA,14110,+6282260620624,-
S2582,PT. INDOGAME TECHNOLOGY GROUP,INDOGAME,Corporate,-,INDOGAME.ID,THE MANSION AT DUKUH GOLF KEMAYORAN TWR FONTANA LT 35 UNIT E2 JL TREMBESI BLOK D4 BANDAR BARU,PADEMANGAN TIMUR,PADEMANGAN,JAKARTA UTARA,DKI JAKARTA,14410,+6282125519305,+62
S2583,PT. PUTRA NAGA UTARA,PUTRA NAGA UTARA,Corporate,-,PUTRANAGA.ID,"Gedung Raudha Lt II. Jl. Kuningan Barat II No.21, RT.9/RW.2 Kel.Kuningan Barat Kec.Mampang Prapatan",KUNINGAN BARAT,MAMPANG PRAPATAN,JAKARTA SELATAN,DKI JAKARTA,12710,+622150983754,+62
S2584,PT. MARI BUKA AKSES,OPENACCESS,Corporate,-,MARIBUKAAKSES.COM,"Jalan Gadung nomor 1, Br. Luglug, Kel. Ketewel, Kec. Sukawati, Kab. Gianyar, Prov. Bali",KETEWEL,SUKAWATI,KAB. GIANYAR,BALI,80582,+6285738093856,+62
0969,PT. VISION INTERNET INDONESIA,TRIVIB,Keanggotaan Penyelenggara,ISP,TRIVIB.NET.ID,"Menara Mega Syariah Lt. 15, Kuningan Timur, Jakarta Selatan",KUNINGAN TIMUR,SETIABUDI,JAKARTA SELATAN,DKI JAKARTA,12950,+622129852000,+62
S2586,PT. DIKARA JAYA PERKASA,OXANET,Corporate,-,OXAOFFICIAL.ID,JalaN Argotunggal No 51,LAWANG,LAWANG,KAB. MALANG,JAWA TIMUR,65211,+6281252588200,+62
S2587,PT. SASA INTI,SASA,QQ,-,SASA-ID.COM,Jl. Letjend. S. Parman Kav. 32-34,KEMANGGISAN,PALMERAH,JAKARTA BARAT,DKI JAKARTA,11480,+622129393388,+62215482520
S2588,PT. GENERASI TIMOR NATA GAYUH,GENTING,Corporate,-,GENTING.NET.ID,Perum Jayanti Resindent  Blok H19 Tangerang,JAYANTI,JAYANTI,KAB. TANGERANG,BANTEN,15611,+62817777072,+62
S2589,DINAS KOMUNIKASI INFORMATIKA DAN STATISTIK KOTA BANJARMASIN,DINAS KOMUNIKASI INFORMATIKA DAN STATISTIK KOTA BANJARMASIN,QQ,-,BANJARMASINKOTA.GO.ID,Jl. RE Martadinata No.1,KERTAK BARU ILIR,BANJARMASIN TENGAH,BANJARMASIN,KALIMANTAN SELATAN,70001,+628115038669,+62
S2590,PT. LANCAR MEDIA AKSES,LANCAR.NET.ID,QQ,-,LANCAR.NET.ID,"GEDUNG M TH SQUARE JL MT HARYONO KAV 10, , Kota Adm. Jakarta Timur, Provinsi DKI Jakarta,",PINANG RANTI,MAKASAR,JAKARTA TIMUR,DKI JAKARTA,13320,+6281511161123,+62
S2591,PT. HOSTINGAN AWAN INDONESIA,HOSTINGAN ID,Corporate,-,HOSTINGAN.ID,KOMPLEK KENCANA DAMAI BLOK N.17,SUKAMAJU,SAKO,PALEMBANG,SUMATERA SELATAN,30164,+6282222263454,+62
S2592,CV. M-LINK SYSTEM,MLINK,QQ,-,MLINK.CO.ID,Dusun Purworejo,KALIPAIT,TEGALDLIMO,KAB. BANYUWANGI,JAWA TIMUR,68484,+6282177243762,+62
S2593,UNIVERSITAS MERDEKA MALANG,UNIVERSITAS MERDEKA MALANG,Education,-,UNMER.AC.ID,"Jalan Terusan Dieng No. 62-64 Klojen, Pisang Candi, Kec. Sukun",PISANG CANDI,SUKUN,MALANG,JAWA TIMUR,65146,+6281233955543,+62
0994,PT. MITRA INTERNET INDONESIA,MITRAINET,Keanggotaan Penyelenggara,ISP,MITRAINET.CO.ID,Ruko alexandria Blk.B8 No.21,TAMAN BALOI,BATAM KOTA,BATAM,KEPULAUAN RIAU,29444,+627786000172,+62
S2595,POLITEKNIK PARIWISATA MAKASSAR,POLTEKPAR,QQ,-,POLTEKPARMAKASSAR.AC.ID,"JL Gunung Rinjani, Kota Mandiri Tanjung Bunga",TANJUNG MERDEKA,TAMALATE,MAKASSAR,SULAWESI SELATAN,90224,+62411838456,+62
S2596,PT. BERKAH BHUMI LESTARI,STINET,Corporate,-,STINET.ID,"Desa Rowokembu, kec.Wonopringgo, kab.Pekalongan",ROWOKEMBU,WONOPRINGGO,KAB. PEKALONGAN,JAWA TENGAH,51181,+628156674422,+62
1038,PT. PASS INTERNET INDONESIA,PASSNET,Keanggotaan Penyelenggara,ISP,PASS.NET.ID,Jl Permata Elok VII no 5 Cisaranten Kulon Arcamanik Kota Bandung,CISARANTEN KULON,ARCAMANIK,BANDUNG,JAWA BARAT,40293,+6282123711787,+62
S2598,PT. APLIKASI DIGITAL INDONESIA,DIGITAL SMART SCHOOL,Corporate,-,MYDSS.ID,"Jl P Antasari NO 14 Blok D4 , Kalibalau kencana, Kedamaian, Bandar Lampung, Lampung",KALIBALAU KENCANA,KEDAMAIAN,BANDAR LAMPUNG,LAMPUNG,35113,+6281277220225,+62
S2599,PT. YERAXENA SUKOT,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,YERAXENAHOST.COM,Jl. Utan Kayu Raya No.63,UTAN KAYU UTARA,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,13120,+6281388752814,+62
S2600,PT. ZAIRA ANUGRAH MANDIRI,"VPS SERVER, COLOCATION,WEB HOSTING",QQ,-,ZAIRAWEBHOST.COM,Jl. Raya Duri Kosambi No.72B,DURI KOSAMBI,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,11750,+622129024258,+62
